,logFC,AveExpr,t,P.Value,adj.P.Val,B,Time_point,DEG_Test,SYMBOL
Lrrcc12,-0.046360109,7.897784783,-0.336325985,0.736994293,0.931974887,-5.711061434,P150,MUT cells from HET vs WT cells from WT,Lrrcc12
Gnptg2,0.046355794,7.773517957,0.418471809,0.67607238,0.911182906,-5.769016518,P150,MUT cells from HET vs WT cells from WT,Gnptg2
Lypd12,0.046309818,7.665664989,0.448139645,0.654560374,0.903696558,-5.84649835,P150,MUT cells from HET vs WT cells from WT,Lypd12
Mgat52,-0.046307454,7.942008724,-0.32631092,0.744546418,0.935274199,-5.68342264,P150,MUT cells from HET vs WT cells from WT,Mgat52
Tmem2052,0.046300178,7.701980612,0.444289774,0.65733611,0.904920098,-5.814463453,P150,MUT cells from HET vs WT cells from WT,Tmem2052
Fam213b2,-0.046203741,7.753391006,-0.363468638,0.71665684,0.925633598,-5.800831648,P150,MUT cells from HET vs WT cells from WT,Fam213b2
Rpn12,0.046184907,8.082359611,0.317133586,0.751488652,0.937952009,-5.600527018,P150,MUT cells from HET vs WT cells from WT,Rpn12
Lnpk2,-0.046154001,8.379594855,-0.275389067,0.783315059,0.948590103,-5.443516835,P150,MUT cells from HET vs WT cells from WT,Lnpk2
Marf12,0.046143404,7.886005259,0.333971775,0.738767279,0.932285865,-5.716334156,P150,MUT cells from HET vs WT cells from WT,Marf12
Zfp6082,-0.046102194,7.880151265,-0.326447335,0.744443382,0.935274199,-5.709211612,P150,MUT cells from HET vs WT cells from WT,Zfp6082
Atp1b22,-0.046088846,7.855939479,-0.386472311,0.699577133,0.91925106,-5.722828112,P150,MUT cells from HET vs WT cells from WT,Atp1b22
Phf142,0.046029882,8.098985441,0.2684983,0.788605582,0.950895159,-5.60009571,P150,MUT cells from HET vs WT cells from WT,Phf142
Gnao12,-0.046029483,8.575590308,-0.274068475,0.784328196,0.949049788,-5.395654203,P150,MUT cells from HET vs WT cells from WT,Gnao12
Dnajc162,-0.046027984,7.620679451,-0.511597138,0.609523983,0.88622933,-5.842139345,P150,MUT cells from HET vs WT cells from WT,Dnajc162
Tdp22,-0.046008677,7.673260499,-0.531290265,0.595835002,0.882615626,-5.804147229,P150,MUT cells from HET vs WT cells from WT,Tdp22
Sec132,-0.046006462,7.858373861,-0.395023912,0.693266067,0.916919232,-5.711887101,P150,MUT cells from HET vs WT cells from WT,Sec132
Adam92,-0.045993863,7.693109113,-0.414698372,0.678828157,0.911909924,-5.836311162,P150,MUT cells from HET vs WT cells from WT,Adam92
Tceal32,-0.04598788,8.242418086,-0.290915508,0.77143162,0.944893349,-5.494570453,P150,MUT cells from HET vs WT cells from WT,Tceal32
Ptp4a22,0.045880366,7.67465603,0.447529882,0.65499969,0.90376118,-5.841415671,P150,MUT cells from HET vs WT cells from WT,Ptp4a22
Prkaca2,0.045844912,7.925162233,0.407758701,0.683907555,0.913138458,-5.667417392,P150,MUT cells from HET vs WT cells from WT,Prkaca2
Cltb2,-0.045842699,8.317384363,-0.287723515,0.773870361,0.94566078,-5.476301598,P150,MUT cells from HET vs WT cells from WT,Cltb2
Ttbk22,0.045836916,8.181234962,0.301781253,0.763147177,0.944313013,-5.53381672,P150,MUT cells from HET vs WT cells from WT,Ttbk22
Ehbp12,0.045719193,7.662076937,0.441477909,0.659366467,0.905791377,-5.856540861,P150,MUT cells from HET vs WT cells from WT,Ehbp12
Tor1a2,0.045688612,7.796859491,0.419959168,0.674987346,0.911182906,-5.750956135,P150,MUT cells from HET vs WT cells from WT,Tor1a2
Pianp2,0.045678625,8.020189144,0.34675207,0.729159343,0.929774928,-5.621651647,P150,MUT cells from HET vs WT cells from WT,Pianp2
Cdk5r22,-0.04566657,7.715137939,-0.473476984,0.63641367,0.895519136,-5.793617184,P150,MUT cells from HET vs WT cells from WT,Cdk5r22
Flii2,-0.045622499,7.753818056,-0.425284463,0.671108117,0.910236741,-5.779087952,P150,MUT cells from HET vs WT cells from WT,Flii2
Ctgf,-0.045598475,7.501357937,-0.675684479,0.500058306,0.843946983,-5.86075872,P150,MUT cells from HET vs WT cells from WT,Ctgf
Evl2,-0.045574037,7.98172911,-0.348894091,0.727553159,0.929698855,-5.647515877,P150,MUT cells from HET vs WT cells from WT,Evl2
Mcm72,-0.045562921,7.617775072,-0.446484496,0.655753141,0.90394402,-5.88282033,P150,MUT cells from HET vs WT cells from WT,Mcm72
Stard52,-0.045557913,7.674504375,-0.419235051,0.675515508,0.911182906,-5.852251475,P150,MUT cells from HET vs WT cells from WT,Stard52
Uhrf22,-0.045548429,8.188710913,-0.272225259,0.785742897,0.950046702,-5.552755184,P150,MUT cells from HET vs WT cells from WT,Uhrf22
Nova12,0.045493847,7.749085752,0.434478571,0.664431432,0.908569667,-5.786374454,P150,MUT cells from HET vs WT cells from WT,Nova12
Wtap2,0.045460017,7.61918969,0.547455844,0.584704779,0.87841337,-5.848849414,P150,MUT cells from HET vs WT cells from WT,Wtap2
Asxl32,0.045375603,7.629065318,0.515052631,0.607111842,0.886227893,-5.851520606,P150,MUT cells from HET vs WT cells from WT,Asxl32
Cog12,0.045326679,7.663286757,0.45177306,0.651945108,0.902100289,-5.847579618,P150,MUT cells from HET vs WT cells from WT,Cog12
Khdrbs32,0.045323382,7.724974943,0.403610173,0.686950931,0.914550742,-5.811907248,P150,MUT cells from HET vs WT cells from WT,Khdrbs32
Wdr342,-0.045322365,7.935395368,-0.309233323,0.757481144,0.940817023,-5.69019824,P150,MUT cells from HET vs WT cells from WT,Wdr342
Nudc2,0.045316112,8.075635118,0.308945894,0.757699444,0.94084364,-5.598914475,P150,MUT cells from HET vs WT cells from WT,Nudc2
Rnaseh2c2,-0.045244337,7.68471733,-0.456332695,0.648669263,0.901316908,-5.826523684,P150,MUT cells from HET vs WT cells from WT,Rnaseh2c2
Slc4a72,0.045209472,8.015793963,0.335392106,0.737697441,0.932113109,-5.620555911,P150,MUT cells from HET vs WT cells from WT,Slc4a72
Zfp3342,-0.045207995,7.599496495,-0.512001419,0.609241548,0.88622933,-5.871752374,P150,MUT cells from HET vs WT cells from WT,Zfp3342
Osgep2,-0.045167075,7.706158167,-0.421051312,0.674191057,0.911182906,-5.814754524,P150,MUT cells from HET vs WT cells from WT,Osgep2
Galnt162,-0.045153631,7.784095886,-0.449294683,0.653728534,0.903233115,-5.74648166,P150,MUT cells from HET vs WT cells from WT,Galnt162
Rps242,0.045149935,8.546052147,0.256575534,0.797782641,0.952347401,-5.410218787,P150,MUT cells from HET vs WT cells from WT,Rps242
Ddx172,0.045128839,8.740876448,0.258309781,0.79644599,0.952027308,-5.380307691,P150,MUT cells from HET vs WT cells from WT,Ddx172
Tecpr12,0.045047474,7.886703923,0.345195571,0.730327229,0.929774928,-5.716095776,P150,MUT cells from HET vs WT cells from WT,Tecpr12
Fam69b2,0.04499313,8.04700202,0.321610258,0.748099682,0.935905565,-5.620777119,P150,MUT cells from HET vs WT cells from WT,Fam69b2
Timp32,0.044976017,7.684333618,0.380532756,0.703972886,0.920914234,-5.858820561,P150,MUT cells from HET vs WT cells from WT,Timp32
Nrxn22,-0.044970791,8.386670918,-0.266935306,0.78980698,0.95096507,-5.44541948,P150,MUT cells from HET vs WT cells from WT,Nrxn22
Kptn2,-0.044927661,7.595091568,-0.544480097,0.586746291,0.878945944,-5.853570572,P150,MUT cells from HET vs WT cells from WT,Kptn2
Slc22a172,0.044926925,9.170453644,0.283919652,0.77677952,0.946798797,-5.34497752,P150,MUT cells from HET vs WT cells from WT,Slc22a172
Snrpd12,-0.044920786,7.96074668,-0.33436303,0.738472522,0.932113109,-5.660047465,P150,MUT cells from HET vs WT cells from WT,Snrpd12
Hnrnpf2,0.044900535,7.6974306,0.523895397,0.600958719,0.883474813,-5.785987058,P150,MUT cells from HET vs WT cells from WT,Hnrnpf2
Map2k22,0.044895796,8.183743728,0.296254545,0.767357593,0.944610775,-5.550234979,P150,MUT cells from HET vs WT cells from WT,Map2k22
Nprl22,-0.044853643,7.724657706,-0.475957913,0.634648352,0.895111776,-5.781812514,P150,MUT cells from HET vs WT cells from WT,Nprl22
Ppp3ca2,-0.044749018,8.972065468,-0.243538702,0.807849499,0.955468556,-5.362996219,P150,MUT cells from HET vs WT cells from WT,Ppp3ca2
Trnt12,-0.044738786,7.842109911,-0.37208756,0.710240188,0.923444071,-5.735347714,P150,MUT cells from HET vs WT cells from WT,Trnt12
Zbtb442,0.044732012,7.717448566,0.355594752,0.722536513,0.927312968,-5.835934634,P150,MUT cells from HET vs WT cells from WT,Zbtb442
Dkk32,0.044729765,7.572924963,0.560997703,0.575456698,0.87558077,-5.872800473,P150,MUT cells from HET vs WT cells from WT,Dkk32
Emc42,0.044720908,8.197450034,0.321984476,0.747816609,0.935905565,-5.526399629,P150,MUT cells from HET vs WT cells from WT,Emc42
Igf12,-0.044619493,7.790117273,-0.350361112,0.726453815,0.929330937,-5.776647445,P150,MUT cells from HET vs WT cells from WT,Igf12
Prss122,-0.044609117,7.500676029,-0.633382104,0.527241889,0.850211451,-5.88222554,P150,MUT cells from HET vs WT cells from WT,Prss122
Hnrnpr2,0.044600864,8.408111795,0.253334601,0.800282151,0.953259066,-5.447825748,P150,MUT cells from HET vs WT cells from WT,Hnrnpr2
Ddx272,0.044543321,7.584316396,0.559934934,0.576179965,0.875753622,-5.865902199,P150,MUT cells from HET vs WT cells from WT,Ddx272
Etv52,-0.044495789,7.640823849,-0.52838559,0.597845184,0.882929443,-5.817734862,P150,MUT cells from HET vs WT cells from WT,Etv52
Rufy12,-0.044491949,7.849985876,-0.324467528,0.745939203,0.935274199,-5.74732657,P150,MUT cells from HET vs WT cells from WT,Rufy12
Hs2st12,-0.044461672,7.850666276,-0.335127659,0.737896592,0.932113109,-5.734044571,P150,MUT cells from HET vs WT cells from WT,Hs2st12
Caln12,0.044358845,7.836984981,0.357281481,0.721275576,0.926505228,-5.74583667,P150,MUT cells from HET vs WT cells from WT,Caln12
Wdr112,-0.044340403,7.745462179,-0.406976257,0.684481165,0.913138458,-5.79342061,P150,MUT cells from HET vs WT cells from WT,Wdr112
Pus102,0.044327138,7.848709571,0.359540554,0.719587971,0.926440469,-5.738351612,P150,MUT cells from HET vs WT cells from WT,Pus102
Rgl22,-0.04428818,7.699120357,-0.450913686,0.652563282,0.902288902,-5.812926585,P150,MUT cells from HET vs WT cells from WT,Rgl22
Fbrsl12,0.044284,7.669790883,0.458777112,0.646915898,0.900910615,-5.839606083,P150,MUT cells from HET vs WT cells from WT,Fbrsl12
Tfrc2,-0.044183946,8.097621299,-0.300288386,0.764283799,0.944322938,-5.586117917,P150,MUT cells from HET vs WT cells from WT,Tfrc2
Hyou12,-0.044160342,7.809098666,-0.403084258,0.687337111,0.914562628,-5.744412716,P150,MUT cells from HET vs WT cells from WT,Hyou12
Mzf12,0.044132053,7.56844582,0.487893898,0.626184626,0.891997498,-5.919593481,P150,MUT cells from HET vs WT cells from WT,Mzf12
Pitrm12,0.044107234,7.712728686,0.410336799,0.682018852,0.912363137,-5.824513902,P150,MUT cells from HET vs WT cells from WT,Pitrm12
Ubxn12,-0.044105148,7.719429728,-0.442284805,0.658783573,0.905374122,-5.799251878,P150,MUT cells from HET vs WT cells from WT,Ubxn12
Naxe2,-0.044091903,7.770435456,-0.419344102,0.675435958,0.911182906,-5.769435677,P150,MUT cells from HET vs WT cells from WT,Naxe2
Pdcd112,-0.044088911,7.71998057,-0.402963705,0.687425645,0.914562628,-5.814606972,P150,MUT cells from HET vs WT cells from WT,Pdcd112
D8Ertd738e2,-0.044071479,7.692397972,-0.460746279,0.64550486,0.900324899,-5.819512466,P150,MUT cells from HET vs WT cells from WT,D8Ertd738e2
Myadm2,-0.044014783,7.634185378,-0.471910875,0.637529116,0.896226179,-5.860112442,P150,MUT cells from HET vs WT cells from WT,Myadm2
Magi12,0.04399695,8.582344189,0.258549469,0.796261301,0.952027308,-5.407840723,P150,MUT cells from HET vs WT cells from WT,Magi12
Tsfm2,0.043986778,7.727396128,0.387973329,0.698467854,0.918778403,-5.825401442,P150,MUT cells from HET vs WT cells from WT,Tsfm2
Fbxw112,0.043981996,7.778502855,0.398110721,0.690993239,0.916349037,-5.77102928,P150,MUT cells from HET vs WT cells from WT,Fbxw112
Nr3c22,0.043956106,7.730577336,0.39564734,0.69280681,0.916919232,-5.808327939,P150,MUT cells from HET vs WT cells from WT,Nr3c22
Pld52,0.0439274,7.684251656,0.456136715,0.648809924,0.901316908,-5.826449723,P150,MUT cells from HET vs WT cells from WT,Pld52
Wscd12,-0.0439255,7.620857844,-0.51953437,0.603989737,0.884726303,-5.853181533,P150,MUT cells from HET vs WT cells from WT,Wscd12
Arl162,-0.043879545,7.794767378,-0.357842134,0.720856621,0.926505228,-5.772205181,P150,MUT cells from HET vs WT cells from WT,Arl162
Mettl162,-0.043834408,7.972501511,-0.283546851,0.777064805,0.946838358,-5.667047991,P150,MUT cells from HET vs WT cells from WT,Mettl162
Gm383932,0.043815821,7.897360119,0.33658493,0.736799364,0.931885721,-5.708262236,P150,MUT cells from HET vs WT cells from WT,Gm383932
Fam45a2,-0.043761836,7.643981102,-0.407208376,0.684310979,0.913138458,-5.881265631,P150,MUT cells from HET vs WT cells from WT,Fam45a2
Shd2,-0.0437429,7.790383721,-0.404360311,0.686400246,0.914142576,-5.75784833,P150,MUT cells from HET vs WT cells from WT,Shd2
Insr2,-0.043738551,7.967665953,-0.362892711,0.717086334,0.925633598,-5.63870953,P150,MUT cells from HET vs WT cells from WT,Insr2
Zfand32,-0.043714548,7.777041423,-0.395477074,0.692932228,0.916919232,-5.773061798,P150,MUT cells from HET vs WT cells from WT,Zfand32
Gpkow2,-0.043712652,7.799168462,-0.371848816,0.710417652,0.923445134,-5.764198239,P150,MUT cells from HET vs WT cells from WT,Gpkow2
Arpc42,-0.043711452,7.891914507,-0.331919278,0.740314184,0.933493811,-5.709940034,P150,MUT cells from HET vs WT cells from WT,Arpc42
D630045J12Rik2,-0.04360004,7.738182905,-0.362897122,0.717083044,0.925633598,-5.814745636,P150,MUT cells from HET vs WT cells from WT,D630045J12Rik2
Snx23,-0.043595869,7.89346004,-0.338368376,0.735457284,0.930974322,-5.707443001,P150,MUT cells from HET vs WT cells from WT,Snx23
Rbfox22,0.04359565,8.2319896,0.255305623,0.798761789,0.952360044,-5.515399118,P150,MUT cells from HET vs WT cells from WT,Rbfox22
Myo5a2,0.043545593,8.58403977,0.244998333,0.806720764,0.955468556,-5.401849336,P150,MUT cells from HET vs WT cells from WT,Myo5a2
Bcs1l2,0.043504407,7.676038595,0.407122569,0.684373889,0.913138458,-5.855696309,P150,MUT cells from HET vs WT cells from WT,Bcs1l2
Traf3ip12,-0.043427124,7.76655873,-0.350716245,0.726187774,0.929330937,-5.793919182,P150,MUT cells from HET vs WT cells from WT,Traf3ip12
Rpp212,-0.043405436,7.804767709,-0.351145857,0.725865983,0.929330937,-5.766724106,P150,MUT cells from HET vs WT cells from WT,Rpp212
Sparc,0.043399655,7.479898204,0.673098601,0.501698219,0.843953828,-5.879401552,P150,MUT cells from HET vs WT cells from WT,Sparc
Zfand52,0.043355605,8.465872521,0.266496413,0.790144426,0.95096507,-5.427491486,P150,MUT cells from HET vs WT cells from WT,Zfand52
Ormdl32,0.043342285,7.792460809,0.364305754,0.716032727,0.925633598,-5.7737664,P150,MUT cells from HET vs WT cells from WT,Ormdl32
Dlx12,-0.043310905,8.001331994,-0.278738275,0.780747263,0.947932728,-5.645461502,P150,MUT cells from HET vs WT cells from WT,Dlx12
Fam193b2,0.04327185,7.685145085,0.392795239,0.69490878,0.918261391,-5.847466841,P150,MUT cells from HET vs WT cells from WT,Fam193b2
Ccdc1122,0.043231674,7.660743845,0.40010275,0.689527988,0.915935154,-5.875389154,P150,MUT cells from HET vs WT cells from WT,Ccdc1122
Syne12,0.043145452,9.187657524,0.247437035,0.804835817,0.955343941,-5.351858379,P150,MUT cells from HET vs WT cells from WT,Syne12
Gpatch22,0.04314478,7.761883065,0.47125962,0.63799321,0.896318427,-5.756782125,P150,MUT cells from HET vs WT cells from WT,Gpatch22
Cldn122,-0.043097541,7.627071668,-0.52339964,0.601302933,0.883474813,-5.835137154,P150,MUT cells from HET vs WT cells from WT,Cldn122
Baiap22,0.04307716,7.898977431,0.329776501,0.74193026,0.933960331,-5.700799421,P150,MUT cells from HET vs WT cells from WT,Baiap22
Arhgap312,-0.0430418,7.536711774,-0.581534294,0.561566141,0.869793188,-5.885829136,P150,MUT cells from HET vs WT cells from WT,Arhgap312
Decr22,0.043014461,7.642217457,0.41037025,0.68199436,0.912363137,-5.890442605,P150,MUT cells from HET vs WT cells from WT,Decr22
Hdx2,-0.043010191,7.686586764,-0.418344317,0.676165418,0.911182906,-5.838264444,P150,MUT cells from HET vs WT cells from WT,Hdx2
Usp332,0.042993889,8.024141553,0.344088711,0.731158121,0.929774928,-5.619475665,P150,MUT cells from HET vs WT cells from WT,Usp332
Zfp8712,-0.042991646,7.946511103,-0.337396147,0.736188806,0.931270758,-5.674471173,P150,MUT cells from HET vs WT cells from WT,Zfp8712
Zc3h7b2,0.042905431,7.589632796,0.480228007,0.631614846,0.893911147,-5.90730304,P150,MUT cells from HET vs WT cells from WT,Zc3h7b2
Hax12,-0.04280582,7.752699636,-0.435223296,0.663891782,0.908569667,-5.775500388,P150,MUT cells from HET vs WT cells from WT,Hax12
Babam22,0.042795157,7.858518284,0.38272887,0.702346412,0.920478869,-5.717568617,P150,MUT cells from HET vs WT cells from WT,Babam22
Plekhh22,0.042785237,7.656541446,0.45306492,0.651016287,0.901814683,-5.84804323,P150,MUT cells from HET vs WT cells from WT,Plekhh22
Ssbp22,-0.042753578,8.362310572,-0.265287501,0.791074113,0.951126152,-5.459685419,P150,MUT cells from HET vs WT cells from WT,Ssbp22
Abi22,-0.042739228,8.312368642,-0.254110265,0.799683746,0.952701011,-5.497886644,P150,MUT cells from HET vs WT cells from WT,Abi22
Eml42,-0.042733634,8.191015005,-0.260329505,0.794890071,0.951126152,-5.527575541,P150,MUT cells from HET vs WT cells from WT,Eml42
Cdc14b2,-0.042728414,7.739198128,-0.421673499,0.67373758,0.911182906,-5.79489026,P150,MUT cells from HET vs WT cells from WT,Cdc14b2
Idh11,-0.042725763,7.546100839,-0.585235996,0.559079869,0.8684394,-5.865413993,P150,MUT cells from HET vs WT cells from WT,Idh11
Sgk32,0.042722918,7.606129932,0.508234309,0.611875552,0.88740333,-5.879204934,P150,MUT cells from HET vs WT cells from WT,Sgk32
Wnk22,-0.04271795,7.764098444,-0.362309983,0.717520992,0.925634211,-5.795618671,P150,MUT cells from HET vs WT cells from WT,Wnk22
Dpp62,-0.042715788,8.893389873,-0.242238451,0.808855326,0.955468556,-5.369008887,P150,MUT cells from HET vs WT cells from WT,Dpp62
Baiap32,0.042693738,7.75955379,0.293004637,0.769836716,0.944610775,-5.823056268,P150,MUT cells from HET vs WT cells from WT,Baiap32
Manf2,0.042652863,7.736406084,0.420635674,0.674494058,0.911182906,-5.800362833,P150,MUT cells from HET vs WT cells from WT,Manf2
Raver22,0.042604398,7.479510332,0.649956995,0.51650101,0.846889792,-5.894204401,P150,MUT cells from HET vs WT cells from WT,Raver22
Polr2e2,0.042567645,7.758330978,0.377142959,0.706486098,0.921878201,-5.798042949,P150,MUT cells from HET vs WT cells from WT,Polr2e2
Srsf22,-0.042464122,8.522027135,-0.237283063,0.812691538,0.956364212,-5.420520024,P150,MUT cells from HET vs WT cells from WT,Srsf22
Ubqln22,0.042455958,8.006849952,0.356468754,0.721883046,0.9269508,-5.624934003,P150,MUT cells from HET vs WT cells from WT,Ubqln22
Ppp6c2,-0.042449593,7.731450893,-0.39928456,0.690129672,0.915935154,-5.806976448,P150,MUT cells from HET vs WT cells from WT,Ppp6c2
Ddx422,-0.042438223,8.252165329,-0.261583162,0.793924713,0.951126152,-5.51552591,P150,MUT cells from HET vs WT cells from WT,Ddx422
Cnr12,0.042433401,8.312711317,0.245280386,0.806502698,0.955468556,-5.497096116,P150,MUT cells from HET vs WT cells from WT,Cnr12
Lin7c2,-0.042401742,7.65420007,-0.461491672,0.644971072,0.899948949,-5.841753078,P150,MUT cells from HET vs WT cells from WT,Lin7c2
Acaa1a2,-0.042398966,7.729955332,-0.436205143,0.663180577,0.908484263,-5.792192577,P150,MUT cells from HET vs WT cells from WT,Acaa1a2
Tyw52,0.042398184,7.638034926,0.428311487,0.668906994,0.910236741,-5.887245255,P150,MUT cells from HET vs WT cells from WT,Tyw52
AC149090.12,0.042382349,9.186306939,0.238400261,0.811826261,0.956221807,-5.353630449,P150,MUT cells from HET vs WT cells from WT,AC149090.12
Pgls2,-0.042380478,7.754910059,-0.370773448,0.7112172,0.9235726,-5.795363849,P150,MUT cells from HET vs WT cells from WT,Pgls2
